chunk_id,register,year,canon_url,heading,text,label
afd35e88f74b8f3e,firm,2019,ma.tt/2011/09/automattic-creed/,Why Your Company Should Have a Creed,"Does your company have a creed? Twice a year, True Ventures (one of Automattic’s investors) organizes an event called Founders’ Camp, a one-day conference for the founders and CEOs of companies in their portfolio. The latest was held in the Automattic Lounge at Pier 38 in San Francisco ( it could be the last ). There was an interesting conversation led by Ethan Diamond , Alex Bard , Howard Lindzon , and Narendra Rocherolle on the importance of culture in an organization and how it gets formed. Despite its importance, “culture” is one of those fuzzy things that’s difficult for many founders, especially men, to discuss earnestly. Even though I have extremely strong opinions about company culture, I find it feels “corny” to talk about it directly. Nevertheless, as part of the discussion, I shared the following practical example from Automattic about something we did to codify and share our values. It started innocently enough — someone copied me when they emailed their paperwork to accept a job offer. For the first time in a while I looked at the offer letter and realized that it read like a bad generic legal template: no branding; terrible typography; the most important information (start date, salary, stock options) buried under a sea of text; and, worst of all, it was being sent out in .docx format (especially embarrassing for a company whose foundation is Open Source). The offer didn’t reflect who we were, how we worked, and certainly not how we thought about design and user experience.",on_topic
af8e426f1acd2ed0,firm,2023,automattic.com/work-with-us,Jobs,"We are always open to hearing from technical and non-technical talent in countries worldwide. If you are interested in working at Automattic, fill out our interest forms below.",on_topic
6ac44ab181c0477d,firm,2014,automattic.com/about,About Us,"Blog: blog of greg Greg was born in upstate New York and transplanted to southeastern Virginia, where he still lives, along with his wife and daughter. An avid writer, but prolific procrastinator when it comes to publishing, he’s been working with WordPress for years, with more drafts than posts. 37.029869 -76.345222 Ian Stewart Design Democratizer 49.899754 -97.137494 Blog: This is Ian Stewart When he’s not wrangling WordPress themes for Automattic, Ian is more than likely browsing for books, thinking about books, thinking about where to store books, and—when time permits—sometimes reading books. He hails from the infamously cold and windy Winnipeg, Canada, where he lives with his beautiful wife and children. 49.899754 -97.137494 Damian Suarez Code Wrangler -38.829811 -68.122002 Blog: www.retrofox.me Damian is really a true programmer / developer by vocation. Despite being born in a distant province of Argentina with no-connection to informatics tech always he found the way to be near of his first loves: computers. He can remember even today some video games such as jet set willy, camelot warriors, etc, and punctually programming basic language in his TK-90. Fittingly defined as “The Grinder” Damian continues writing code from his distant place by the river, accompanied by his daughters, wife, dog and cat. -38.829811 -68.122002 Hew Sutton Digital Pathfinder 30.093395 -81.718981 Blog: Hew.vc Hew lives with his wife and children in his adopted home state of North Carolina. He is an avid music fan and has dreams of being part of a band when he grows up. After being cut in a corporate layoff, Hew doggedly searched to synthesize the work part of his life with his passions and personal beliefs. Enter Automattic: WordPress, technology, music, and engineering happiness. A perfect fit. 30.093395 -81.718981 Payton Swick Code Wrangler 44.475882 -73.212072",on_topic
c80096c37cb5fc98,worker,2024,,Did Automattic commit open source theft?,"&gt; They got acquired by a private equity firm, which makes them like a FAANG.<p>I’ve read this sentence 5 times over and still have no idea what you mean by this? How does a company being acquired by a private equity firm make them like a multinational public company? What does being “like a FAANG” mean to you?<p>As an aside, Automattic was an investor in WP Engine and sold their shares to that same private equity firm.",on_topic
246f0e487973e8d0,firm,2020,automattic.com/work-with-us,Pressable,"Born in San Antonio, Texas, in 2010, Pressable offers managed WordPress hosting as part of the Automattic family of WordPress solutions. Like Automattic, positions with Pressable offer the flexibility to work remotely from (almost) anywhere in the world. Note : Protect yourself from job scams ! Don’t respond to fake employment offers for Automattic from third-parties.",on_topic
4a0f163f5f4478ca,firm,2012,automattic.com/about,Like this:,"Blogs: Michael on WordPress Michael wrangles words and pictures in the form of videos, illustrations, visual design fandangos, and occasional voiceovers. As a “lightbulb engineer” his job at Automattic is making those lightbulb-over-head moments of epiphany, understanding and inspiration ping over our users’ heads. When he isn’t hardwired into the interwebs, you’ll find him in Sapporo, Japan drinking too much espresso, writing tales of dread-wonder, animating anything he can get his hands on, or reading geeky genre fiction by gaslight. 43.062096 141.354376 Iliya Polihronov Systems Wrangler 42.697839 23.321670 Iliya is a developer, systems administrator, and systems architect currently living in Sofia, Bulgaria. He strives to understand how things work and to find the best possible solutions. When not reading about the latest and coolest technical solutions, he likes to stay active by lifting weights, running, and playing sports like gymnastics, boxing, and swimming. 42.697839 23.321670 Kathryn Presner Happiness Engineer 45.508670 -73.553993 Kathryn spends her Montreal summers savoring a daily Vietnamese iced coffee and pondering new ways to prevent a squirrel feeding frenzy in the garden. During the wintertime she mostly hibernates and cuddles with her three demanding felines. She organizes a monthly dinner club that so far has sampled cuisines including Salvadoran, Venezuelan, Argentinian, Indonesian, British-gastropub, Thai-vegetarian, Persian, Egyptian-seafood, Egyptian-brunch, Ethiopian, and Turkish. Her biggest pet peeve on the web is bad restaurant websites. 45.508670 -73.553993",on_topic
e989c411eca4cc8d,worker,2023,,Texts Joins Automattic,Texts Joins Automattic,junk
fe1a8a4a077b56f1,worker,2009,,Nathan Myhrvold’s Evil Genius,"&#62; Arbitrage traders automatically eliminate the market inefficiencies which they exploit.<p>True enough, although, having worked in a stat arb hedge fund for four years, let me assure you that the process is far from automatic ;)<p>&#62; In theory, all purely financial operations, such as hedge funds, do the same<p>Aren't banks ""financial operations""? Is franchise business not a ""financial operation""? There are many other reasons, but I disagree, even in theory, with the idea that all financial operations eliminate market inefficiencies, aside from the en-passant contribution to overall liquidity.<p>&#62; This is not true for patents, because patents are a government granted monopoly.<p>This strikes me as a non sequitur. Just because patents are a government-mandated monopoly doesn't mean there can't be an arbitrageable market in them. After all, all property is in some sense government-mandated. And the fact that patents are limited period presents no major difficulties -- I need only point out that a large segment of the London property market is for leasehold, which is in effect a owner-given (ultimately backed up by the force of the state, of course!), time-limited monopoly on the use of the house.<p>Of course, there's not going to be an arbitrageable market in the sense you're speaking of anyway, for an entirely different reason: bonds and, and to a <i>much</i> lesser extent, stocks, are easily comparable, whereas this is not the case in patents. If you think that Greece is a lot more credit-worthy than the rest of the market thinks it is, you can go long Greek 10 years, go short the bund, and with virtually zero outlay you have the ability to profit from any mispricing of ""country risk"". There's simply no analogue the ""go long A, short B"" in the domain of patents.<p>I think the comment you replied to erred in characterizing the activity of of a patent fund as ""exploiting ineffciencies"". It really is more akin to Warren Buffett-style long-term investing. While it's certainly true that  Berkshires' activities reduce market inefficiencies, it's safe to say that that's not what's at the forefront of Buffett's mind when he invests.<p>There are valid reasons to be opposed to the patent system in its current form. I don't think the absence of Gordon Geko-style arbitrageurs from patent market is one of them, though ;)",junk
e2d8dcdb8716321a,firm,2014,automattic.com/about,About Us,"Blogs: King of States! , Pictures of Things Michelle wrangles words from Jersey City, New Jersey with editorial assistant Felix , to whom she delegates critical nap- and fart-related tasks. After accumulating a number fancy-pantsed yet impractical degrees, she started blogging and that was that. When not helping WordPress users blog more and better, she’s reading about medieval popes, writing instrumental doom metal, snorgling her assistant, and sneaking more semicolons into WordPress.com support documents. NB; Michelle totally heard that crack you made about New Jersey, and is having none of it. 40.728157 -74.077642 Min moved to San Francisco from New York City. Although she started off comparing everything to NY, she’s come to love the sunny/foggy weather and is developing a taste for amazing ice cream and delicious coffee. Prior to Automattic, Min dabbled a little bit in coding and software but ended up doing business development for media/internet companies such as Dow Jones and AOL. As part of the VIP team, Min works on partnerships. Min loves to travel, but with a baby girl at home, she’s focused her extra curricular activities on cooking – she hopes to get through Mark Bittman’s book, sans the baking part, some day. 37.871593 -122.272747 Stu West Chief Festivities Officer (CFO) 37.453827 -122.182187 Blog: stuwest.org Stu spends his time measuring the awesomeness of operations and finance at WordPress. When not working to ensure every chart goes up and to the right, he globetrots to visit the Automattic team, customers, and the WordPress community. See Stu’s bio or his LinkedIn profile . 37.453827 -122.182187 Peter Westwood The Happiness Blacksmith 51.062883 -0.325858",on_topic
3b54b8aedbd5c1d8,firm,2020,automattic.com/work-with-us,Benefits,"Professional growth, open vacation policy, generous parental leaves, wellness support, sabbaticals, more.",on_topic
f10b42a04ccbe952,firm,2019,ma.tt/2011/09/automattic-creed/,Why Your Company Should Have a Creed,"I will never stop learning. I won’t just work on things that are assigned to me. I know there’s no such thing as a status quo. I will build our business sustainably through passionate and loyal customers. I will never pass up an opportunity to help out a colleague, and I’ll remember the days before I knew everything. I am more motivated by impact than money, and I know that Open Source is one of the most powerful ideas of our generation. I will communicate as much as possible, because it’s the oxygen of a distributed company. I am in a marathon, not a sprint, and no matter how far away the goal is, the only way to get there is by putting one foot in front of another every day. Given time, there is no problem that’s insurmountable. I’m sure that it will evolve in the future, just as Automattic and WordPress will. If you’re building a startup or any sort of organization, take a few moments to reflect on the qualities that the people you most enjoy working with embody and the user experience of new people joining your organization, from the offer letter to their first day. Of course if you’d like to see the above in an offer letter, consider applying for Automattic . If you write a creed for your company or non-profit after reading this, please leave it in the comments!",canon
42e5a48fba7dc840,firm,2011,ma.tt/2011/09/automattic-creed/,34 Comments,"Neil Gilmour — September 21, 2011 @ 2:39 pm I really like this idea. We’re about to start taking on some staff, and I’ve been trying to work out how to convey the philosophy and ethos of how we present ourselves to clients. It’s so important to us. A creed is exactly what I’ve been trying to formulate! Thanks again Matt. Reply Bronson Quick — September 21, 2011 @ 3:58 pm Thanks so much for sharing this with the world Matt. I love that you’re being so open with information like this as well as it’s so beneficial to people around the world! We’ve reached the stage where our startup ( a dev shop based on WordPress ) needs to put on our first full time staff member and we’ve been trying to work out how to communicate to staff that part of their job will mean that they will be expected to always keep learning, attending Meetups and WordCamps whenever possible to share the knowledge they gain back to the wider community, and that we’ll be throwing some sideball projects just for fun and to put them out of their comfort zones and keep them on top of emerging trends and technologies. The hardest part about this is a) trying to find staff that will fit in with this methodology as most people are 9 to 5 types who aren’t WordPress obsessed like we are and b) trying to communicate this to them without sound over demanding as an employer. I think the creed you’ve come up with is amazing and it has definitely inspired me to start trying to create our own creed. Thanks again for this wonderful post! Reply",on_topic
2334e3013f96bf43,firm,2025,ma.tt/2011/09/automattic-creed/,54 thoughts on “ Why Your Company Should Have a Creed ”,"Thank you for sharing. As a person on a job hunt (and I should say a “not just any ol’ job” hunt), it is refreshing to see a company convey the feeling, or the passion of how the company is and how they want it to continue to strive to be. I especially value the “I will communicate as much as possible, it is the oxygen of a distributed company.” Hoping to find opportunities in my field with the same sentiment. An important heartfelt message indeed… one that I am sure is embraced by newbies and seasoned employees alike! Reply Floyd on “Creeds” While we’re all familiar with Mission Statements, employee manuals, and cheesy team-building meetings; Offer Letter Creeds with a forced signature take it too far… (this turned into a blog post..the rest is on copystratic.com/blog ) Reply The signature isn’t forced — if someone doesn’t like the creed they shouldn’t take the job! It’ll just cause more problems down the line if they fundamentally disagree with the things the company believes in. Pretty much everyone we offer a job at Automattic is at the top of their field and has their choice of dozens of companies — I want them to choose the one that they’re going to be happiest and most fulfilled at, even if it’s not Automattic. Reply",on_topic
2a4a1877d3701360,worker,2024,,My experiences with Automattic: Part 3,My experiences with Automattic: Part 3,on_topic
480fdc74724c180f,worker,2024,,Incident: Wordpress.org has blocked WP Engine customers from registry,Has WP Engine actually done anything wrong? Wordpress is released under GPLv2 which allows modification and commercial use. I don&#x27;t see the justification for Automattic demanding royalties.,on_topic
2052043981d1ea85,worker,2025,,Legal win,"&gt; But by kumbaya ethics or community spirit or whatever you want to call it, they&#x27;re scummy vultures.<p>ACF was so important to the ecosystem that Automattic felt the need to grab it after they kicked out the maintainers. Doesn&#x27;t that go against the story that WPEngine was contributing nothing?",on_topic
bd2e6955a089ff58,firm,2015,ma.tt/2011/09/automattic-creed/,54 thoughts on “ Why Your Company Should Have a Creed ”,"I like that the first line is “I will never stop learning” it’s one of my own personal creeds. That’s great – I love that rather than signing an offer letter, you’re actually signing that you agree with the creed. You have no idea how important an offer letter is. At a company I worked for, I once got a big promotion, and the offer letter was insulting – it read like I was being punished and demoted and I almost quit because it offended me so badly! Brilliant! This technique of reading and signing the Automattic Creed is a weapon of influence, as described in “Influence – The psychology of persuasion” by Robert B. Cialdini (in the chapter titled “Commitment and Consistency”). In this case, it is a weapon capable of generating positive actions. The creed leads the Automattician to commit him/herself to the company, and in the near and not-so-near future, the Automattician will take decisions, consciously and unconsciously, in line with the creed. A great step in aligning the individual’s actions with the company’s vision. I like the creed. The part that says “I’m in a marathon, not a sprint and no matter how far away the goal is, the only way to get there is by putting one foot in front of the other. Given time, there is no problem that’s insurmountable”. If there’s a will, there’s a way. Keep trying until you succeed. That’s what comes to mind on that.",on_topic
cef9c96e2eb80b00,firm,2017,automattic.com/work-with-us,Work With Us,Want to make the web a better place for more than a billion people each month? We’re hiring.,on_topic
655b27a57e39bb9b,firm,2020,automattic.com/work-with-us,Design,"Designers at Automattic are responsible for shepherding the experiences of our products. They listen, research, hypothesize, and deliver both product experiences as well as the stories they share about them.",on_topic
b11d1f71d059aa6e,worker,2014,,Working remotely for extroverts,At Automattic we do. It shows that a company isn’t remote just to offset office costs.,on_topic
